wav_file,label,transcription
Ses05M_script01_1b_M010,2,for gods sake three years ! nobody comes back after three years . it s insane !
Ses02F_impro05_F015,2,isn t there anything else you can do ?
Ses05M_impro01_F021,0,i m gonna i m gonna bring security over and have them escort you out .
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses02M_script02_2_M031,2,no no just like you i thought it was going to be all like peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we ll have three fat rosy kids and ha ha baby the joke is on us
Ses02M_impro02_F010,2,i mean can t they put you in like you know kitchen work or something where you won t get
Ses03F_script01_3_M034,2,i mean that s that s only a little thing but that s the kind of guys i had . they didn t just die . they killed themselves for each other . and i mean that exactly . a little more selfish and they d still be here today .
Ses03F_impro05_F007,0,what do you mean if it shows up ? no i need it now . i have my keys i have my wallet i have my money . i have thousands and thousands of dollars worth of stuff in there .
Ses04F_impro02_M010,2,you re a smart person . there are other things you can do .
Ses03F_script03_2_M009,5,are you bored with this conversation ?
Ses02F_script03_2_M042,0,you re not going like this .
Ses04M_script03_1_F002,3,what are we to do ?
Ses01F_impro04_M011,5,i don t know . he had a really good resume i guess and 
Ses01M_impro07_M026,5,yeah we have like away games and stuff .
Ses05M_script02_2_M009,2,we ve missed them twice . that s hardly ever .
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses05F_impro03_M068,1,that d be great thanks .
Ses02M_script02_2_M005,2,carla can i ask you something ? don t take this wrong but are you having your period ?
Ses04M_impro05_M011,0,you understand ?
Ses04M_impro07_M042,5, cause you know i mean it s like if i ever want to go south of campus
Ses02F_script03_2_M038,0,turn it off .
Ses01F_script03_1_F002,3,it had to happen sooner or later . what are we going to do ?
Ses01M_script01_3_F012,5,i almost got married two years ago .
Ses04F_script02_2_M011,2,we ve missed them twice that s not ever .
Ses02M_script02_1_F002,2,that s not your flashlight .
Ses02F_script02_2_F031,2,well . this isn t anything like i thought anything would be like .
Ses02F_script01_1_M013,0,for god sakes it s been three years . nobody comes back after three years . it s insane .
Ses05M_script03_1_M002,3,must be them then ?
Ses04M_script03_2_M022,0,going out somewhere my dear ?
Ses01M_impro04_F019,5,i can t finish the sentence with you without you jumping in . . .
Ses02M_script01_3_F028,1,what ll i do with a fortune ?
Ses02M_script02_2_M008,2,why not ?
Ses03M_impro03_F002,4,shut up . oh my god . really ? just like that ? you just asked the question and what . . .how did you ask ?
Ses01F_impro03_M018,4,wow .
Ses01F_script01_3_F010,1, breathing 
Ses01M_script03_1_M000,3,good god .
Ses04M_impro03_M015,1,barefoot ?
Ses02F_script01_1_F018,5,well that s only your business chris .
Ses03F_script03_1_F002,3,i mean nobody knows we re here except for freda and she wouldn t ring up .
Ses02M_impro07_M008,1,yeah . i know i know .
Ses05M_impro08_M025,5,uh huh uh huh we want you to be happy . you re our customer . you re the most important thing . okay ?
Ses04F_impro02_F019,2,i know i m leaving you here with all the responsibility but at least you get to be with her .
Ses03M_script01_1_M005,2,i could hear it right through the floor .
Ses01F_script01_1_F010,2,you can t say that to him .
Ses02F_script03_2_M035,2,this is no time of the year for tunis .
Ses02M_script01_1_F015,5,i got an idea but what s the story ?
Ses02F_script02_2_F005,0,god damn it augie don t ask me that . i hate it when you ask me that . you always ask me that . it s insulting .
Ses03M_impro07_F018,1,oh great . i would love to go .
Ses03M_impro01_F022,0,okay . i m going to call security . security !
Ses05M_impro02_F003,3,you didn t did you tell them you have two young children at home ?
Ses05M_script01_1_M023,0,she is not larry s girl !
Ses05M_impro02_F017,3,but so many people have died .
Ses02F_script03_2_F026,2,i expect it s because you re drunk .
Ses03F_script03_2_F038,0,listen indeed . no no no no . i am sick and tired of listening to you you sadistic bully .
Ses01F_impro07_M004,1,oh . good good . that s awesome . are you going to stay around here ? or are you going to like get a different neighborhood you going to move to a different neighborhood ?
Ses03M_impro06_M012,2,his girlfriend got killed too .
Ses02F_script01_1_F034,2,i just give it some more thought .
Ses04M_script03_1_M000,3,good god .
Ses04F_impro03_M002,4,are you serious ? you re getting married .
Ses05F_impro04_F037,2,i mean anything .
Ses03F_impro03_M021,1,that s awesome . laughter marriage .
Ses01M_script01_3_M021,2,no no it s nothing like that .
Ses05M_script01_3_M012,4,why didn t you ?
Ses03M_script01_1_F021,5,well i mean you got to make sure your dad s not going 
Ses02F_impro04_M004,5,i know . i know . it s hard but you just you gotta keep going . i mean you ve been going at it for so long you know . something is definitely going to come up . i i know it will because you re a good worker 
Ses01F_script02_1_F009,1, laughter 
Ses02M_impro07_F018,1, laughter like a like a laughter no but i mean like everywhere you go people know who you are .
Ses02F_script01_3_F013,1,you started to write me and 
Ses03M_script02_2_M012,2,i thought you wanted to see it .
Ses05M_impro02_F003,3,you didn t did you tell them you have two young children at home ?
Ses03F_impro07_F008,1,yes me i got in . thank you very much .
Ses02F_script02_2_M046,1,or not .
Ses04F_script01_1_F004,2,did you talk to him ?
Ses05F_impro03_F043,1,i am very excited
Ses02M_script01_1_F040,2,i don t understand you do i ?
Ses05F_impro08_M024,4,really ?
Ses01M_impro04_F005,5,did you ever think it might be your attitude that s . . .
Ses05M_script01_1b_F031,0,are you crazy ?
Ses05M_script03_1_M004,1,i don t care then .
Ses05F_script03_1_M031,1, laughter i shall never forget his face .
Ses04M_impro07_M009,1,and uh 
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses04M_script03_1_F001,3,nobody knows we re here except freda and she wouldn t ring up .
Ses03F_impro04_F011,4,really ?
Ses03M_script01_1_F008,2,he s getting just like he did after he died you know ? what what what s the meaning of this ?
Ses04F_impro06_F001,2,you know it s just i just you know i mean it just happened . i just like i just keep expecting him to walk in you know .
Ses01F_impro05_M005,5,okay . great . i m really sorry that you had to do that . what s your last name ? let s start there .
Ses05M_impro01_M013,2,why can t we just you know what ? how about if we just pretend that i m getting a renewing my california i .d . and we just don t tell anybody that i m getting a new one from a different state ?
Ses02F_script01_1_F035,4,what the hell is this ?
Ses01F_script01_3_M008,1,i love you . annie i love you .
Ses02M_script03_1_M009,2,oh darling don t say that .
Ses01F_impro05_F020,0,oh oh . it s a gift . you re you re helping me out here ?
Ses01F_script01_3_F019,1,beating around the bush .
Ses01M_script02_2_M038,2,no . you know what you get ? you know what you get ? you get this .
Ses05M_script01_1b_F000,2,what s he going to say ? maybe we ought to tell him before he sees it .
Ses05M_impro08_F028,1,okay . thanks .
Ses05F_script01_3_M032,2,but it seemed to me that something new was being created at the same time a kind of responsibility man for man . do you understand me ?
Ses02M_impro01_F006,5,um that you would need to go home and get another form of id and come back .
Ses05M_script03_1_M002,3,must be them then ?
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses03F_impro01_M001,5,oh um 
Ses01F_impro02_M010,2,what am i going to do ? huh ?
Ses02F_script03_2_F031,0,why ?
Ses03M_impro02_F009,2,honey 
Ses04F_script01_3_M026,2,there s so many things mixed up .
Ses02M_impro07_M006,1,but big packet big packet is nice
Ses05F_script01_2_F011,0,because if he s not coming back then i ll kill myself .
Ses02M_script03_1_M016,2,no that desire will fade along with our passion .
Ses05M_script02_2_M006,2,what s bugging you then ?
Ses01M_impro07_M021,4,oh you mean it s not really sport that what you re saying ?
Ses04F_impro07_M051,5,are you going to take out loans or 
Ses02M_impro04_M001,2,i don t know what i m going to do about this i mean
Ses03F_script01_1_F045,5,tell me something .
Ses01F_impro03_F009,1,but we re going to have a honeymoon cruise .
Ses04M_script03_1_F002,3,what are we to do ?
Ses03F_impro05_F013,2,sir why are you laughing at me ? this isn t funny .
Ses02M_script02_1_M022,4,why not ?
Ses05F_impro03_M033,1,oh did she cry ?
Ses04F_impro08_M027,2,send me to whatever operator . i just you know what ? i m just done . i m just done . i ve lost all hope .
Ses05M_impro06_M006,2,he was a designer you know . but he did everything . you know he painted and he and he did costume design he did set design he did lighting he was 
Ses04M_script02_1_M006,2,well sure .
Ses01F_script01_1_M022,2,to hell with that .
Ses03F_script02_1_M020,5,yeah that s my point too .
Ses03M_impro03_F015,5,yeah . that s you know okay .
Ses01M_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses03F_impro08_F007,5,well i know sir and we all are busy .
Ses01F_script02_1_F003,4,what flashlight ?
Ses03F_script01_2_M017,0,what have i got to hide ?
Ses03M_impro08a_F008,2,okay . well that is that is fine and all . i don t care . i really don t care because i want my phone to work that s all .
Ses02M_script01_3_M013,4,why didn t you ?
Ses01F_impro05_M006,5,okay .
Ses02M_impro05_F011,5,i understand that . um so i m going to put down here that you looking for your baggage but we actually can t uh this bag is likely not going to show up so what we re going to do 
Ses03M_script03_2_M012,0,oh my . . .just because i just . . .okay . . .
Ses01M_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses05F_script02_1_M003,1,oh no you know what i did . i forgot my flashlight . how could i be so stupid ? i can t believe i forgot my flashlight .
Ses05F_impro08_F030,5,i m sorry that it was an inconvenience .
Ses01M_script03_1_M040,1,oh . . .
Ses04M_impro05_M003,2,lost my luggage . i didn t lose it . no it s not like i left it somewhere and somebody took it .
Ses02F_script01_1_M025,0,to hell with that .
Ses03M_impro03_M003,1,this guy . yeah . can you believe it ? she said yes too . yeah . she said yes .
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses02F_impro01_F001,4,my my original birth certificate ? but i don t carry that with me .
Ses05F_script01_1_M008,2,being dishonest with him . it s the kind of thing that pays off and now it s paying off .
Ses04F_impro04_F024,2,buck o . that s really helpful . just keep chugging along . the little engine that could .
Ses05F_impro02_M014,0,i don t understand why they would just do something like this ?
Ses05M_script03_1_M002,3,must be them then ?
Ses01M_impro03_M005,1,that s like twenty five thousand dollar a year for doing nothing . isn t that awesome ?
Ses01M_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses03F_impro02_F035,2,and and then i ll stop working and i ll stay home with the baby .
Ses01F_script01_1_F029,2,you haven t seen her since you went away to war it s been five years .
Ses04M_impro08_F019,4,really ?
Ses02F_script03_1_F002,3,what re we gonna do ?
